Track Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
Dead & Gone: The Sequel (Mo' Dead Mo' Gone),0.44,0.959,1,-4.726,0,0.0653,2.89E-05,0.00637,0.361,0.319,145.978,Funk Rock
Hybrid Moments,0.161,0.836,2,-9.324,1,0.0519,0.224,0.00637,0.0926,0.487,193.782,Funk Rock
Biggest Lie,0.397,0.961,8,-2.882,1,0.211,0.00654,0.00637,0.177,0.281,183.854,Funk Rock
Sound System,0.569,0.954,2,-4.82,1,0.126,0.35,0.00637,0.0768,0.574,91.205,Funk Rock
Bring Me Home,0.388,0.982,2,-3.212,1,0.0744,0.000707,0.00637,0.34,0.717,190.091,Funk Rock
Real Food At Last,0.287,0.934,7,-4.94,1,0.156,1.30E-05,0.00637,0.124,0.316,94.953,Funk Rock
Life Goals,0.357,0.995,11,-3.818,1,0.127,0.000407,0.00637,0.295,0.543,190.03,Funk Rock
Anti-Complicity Anthem,0.405,0.997,7,-0.854,1,0.161,0.00246,0.00637,0.347,0.267,182.1,Funk Rock
Before It Kills,0.444,0.982,11,-3.513,0,0.11,8.43E-05,0.00637,0.169,0.747,93.873,Funk Rock
Nothing To Prove,0.552,0.97,9,-4.735,1,0.135,0.0246,0.00637,0.215,0.507,156.043,Funk Rock
Dark Hearts,0.505,0.994,1,-3.982,0,0.2,0.007,0.00637,0.0396,0.216,167.064,Funk Rock
Marry. Fuck. Kill.,0.363,0.962,2,-4.417,1,0.103,3.42E-06,0.00637,0.0967,0.523,173.093,Funk Rock
Struck By Lightning,0.385,0.796,2,-3.514,1,0.101,0.0119,0.00637,0.116,0.545,135.108,Funk Rock
Blood Bath At Burger King,0.531,0.963,9,-5.011,1,0.128,0.0927,0.00637,0.298,0.525,102.505,Funk Rock
She's the One - 2018 Remaster,0.353,0.974,2,-2.191,1,0.0467,0.00651,0.00637,0.277,0.923,188.433,Funk Rock
Selfish Satisfaction,0.493,0.985,1,-2.493,0,0.122,0.000187,0.00637,0.338,0.509,95.015,Funk Rock
Sing for Your Supper,0.424,0.955,7,-5.696,0,0.0657,2.87E-05,0.00637,0.163,0.837,190.136,Funk Rock
A Million Miles,0.49,0.955,11,-3.69,0,0.0951,0.000816,0.00637,0.109,0.423,97.567,Funk Rock
Usa-Holes,0.452,0.988,4,-4.356,0,0.26,5.12E-05,0.00637,0.174,0.331,154.907,Funk Rock
It's Not Enough To Believe,0.35,0.934,10,-4.887,0,0.122,1.41E-06,0.00637,0.135,0.654,183.002,Funk Rock
Monster Under My Bed,0.625,0.728,1,-9.232,1,0.0286,0.0032,0.00637,0.358,0.925,101.478,Funk Rock
Calming Collection,0.416,0.992,7,-3.62,1,0.137,5.02E-05,0.00637,0.326,0.139,101.454,Funk Rock
Don't Drag Me Down,0.328,0.957,8,-2.568,1,0.0787,4.70E-06,0.00637,0.0551,0.515,181.957,Funk Rock
Fairweather Friend,0.378,0.988,0,-4.779,1,0.198,0.00972,0.00637,0.103,0.257,177.123,Funk Rock
Fingers Crossed,0.481,0.993,2,-1.821,1,0.167,0.00466,0.00637,0.316,0.447,119.834,Funk Rock
Tropical,0.43,0.938,0,-3.937,1,0.0503,1.62E-05,0.00637,0.4,0.703,118.863,Funk Rock
Better Than That,0.418,0.983,6,-6.004,0,0.0882,0.0081,0.00637,0.339,0.669,99.499,Funk Rock
Friends of the Enemy,0.419,0.891,0,-3.721,1,0.0492,0.0511,0.00637,0.111,0.832,174.806,Funk Rock
Don't Want to Go,0.382,0.982,4,-2.708,1,0.108,0.00488,0.00637,0.625,0.902,200.945,Funk Rock
The Economy is Suffering...Let It Die,0.361,0.929,1,-3.992,1,0.0748,0.00134,0.00637,0.311,0.454,84.115,Funk Rock
Julia,0.333,0.96,8,-4.404,1,0.175,0.0182,0.00637,0.0978,0.294,202.07,Funk Rock
Island of Shame,0.265,0.91,9,-4.452,0,0.0647,5.43E-05,0.00637,0.0919,0.81,172.886,Funk Rock
Breastless,0.45,0.917,11,-5.198,1,0.121,6.26E-05,0.00637,0.113,0.523,113.87,Funk Rock
Bang Bang,0.499,0.958,9,-5.417,1,0.0898,0.000326,0.00637,0.432,0.359,127.491,Funk Rock
I Fought the Law,0.425,0.945,0,-4.866,1,0.0764,0.00161,0.00637,0.23,0.796,199.822,Funk Rock
GO,0.473,0.948,8,-6.678,0,0.0578,0.000396,0.00637,0.482,0.275,99.976,Funk Rock
Minor Threat,0.276,0.91,2,-7.465,1,0.0491,0.00101,0.00637,0.276,0.935,166.469,Funk Rock
Mummy Doesn't Know You're a Nazi,0.267,0.993,2,-3.746,1,0.0971,0.00193,0.00637,0.363,0.654,99.904,Funk Rock
Hope,0.506,0.903,2,-8.898,1,0.0455,0.00169,0.00637,0.336,0.781,117.229,Funk Rock
No Feelings,0.301,0.959,5,-7.209,1,0.152,0.0243,0.00637,0.287,0.601,164.212,Funk Rock
Baby! Hey!,0.525,0.95,6,-3.911,1,0.0914,0.000163,0.00637,0.327,0.888,160.061,Funk Rock
She's Kerosene,0.577,0.936,11,-2.924,0,0.078,0.043,0.00637,0.413,0.899,168.879,Funk Rock
Neat Neat Neat,0.437,0.864,1,-8.334,0,0.0586,0.00395,0.00637,0.0804,0.585,88.445,Funk Rock
World's On Heroin,0.454,0.978,11,-6.812,0,0.105,0.0149,0.00637,0.3,0.261,105.533,Funk Rock
Never Gonna Die,0.551,0.974,11,-3.968,0,0.12,0.00928,0.00637,0.208,0.492,91.952,Funk Rock
Lonely,0.499,0.973,8,-3.845,1,0.0858,0.00691,0.00637,0.362,0.351,100.975,Funk Rock
Live Fast Die Young,0.482,0.952,4,-4.759,0,0.0584,0.134,0.00637,0.0836,0.79,108.254,Funk Rock
Fabled World,0.238,0.892,1,-4.34,0,0.111,0.00196,0.00637,0.343,0.439,185.91,Funk Rock
Pay To Cum,0.377,0.904,0,-10.691,1,0.0638,4.32E-05,0.00637,0.543,0.365,130.267,Funk Rock
Drain the Blood,0.393,0.905,0,-4.167,1,0.0912,0.17,0.00637,0.236,0.414,168.902,Funk Rock
Euro-Barge,0.488,0.988,11,-4.787,0,0.146,0.00464,0.00637,0.0445,0.614,163.896,Funk Rock
Jealous Again,0.342,0.925,9,-11.187,1,0.0675,0.00195,0.00637,0.191,0.472,105.77,Funk Rock
Refusal,0.344,0.934,11,-5.523,0,0.0889,4.82E-05,0.00637,0.297,0.598,118.887,Funk Rock
Reach For The Sky,0.437,0.98,1,-3.05,1,0.0552,1.61E-05,0.00637,0.304,0.409,122.735,Funk Rock
Hopeless Romantic,0.243,0.981,4,-5.251,1,0.074,0.000164,0.00637,0.207,0.216,105.022,Funk Rock
Back to the World,0.343,0.979,8,-3.979,1,0.153,0.0154,0.00637,0.115,0.501,178.319,Funk Rock
Borstal Breakout,0.247,0.875,11,-6.457,1,0.101,0.000106,0.00637,0.171,0.842,189.757,Funk Rock
Police Truck,0.207,0.967,4,-5.381,1,0.0982,0.0627,0.00637,0.504,0.598,202.423,Funk Rock
We Are All We Have,0.359,0.995,9,-3.092,1,0.153,4.00E-06,0.00637,0.307,0.405,164.996,Funk Rock
Circles,0.423,0.829,1,-5.999,0,0.0601,0.00132,0.00637,0.316,0.4,93.37,Funk Rock
Cyco Vision,0.282,0.996,9,-3.991,1,0.274,0.00668,0.00637,0.0674,0.323,185.423,Funk Rock
A Speculative Fiction,0.256,0.99,9,-5.753,1,0.173,0.000537,0.00637,0.303,0.191,181.93,Funk Rock
Ever Fallen In Love (With Someone You Shouldn't've),0.221,0.871,4,-5.555,1,0.0475,0.0014,0.00637,0.0715,0.787,175.699,Funk Rock
Beat 'em Down,0.409,0.92,8,-4.897,1,0.0539,0.0129,0.00637,0.0571,0.803,88.53,Funk Rock
The Slowest Drink at the Saddest Bar on the Snowiest Day in the Greatest City,0.269,0.914,4,-5.918,1,0.129,0.0012,0.00637,0.347,0.652,134.244,Funk Rock
After the Party,0.209,0.962,1,-4.435,1,0.0482,0.000269,0.00637,0.15,0.351,184.267,Funk Rock
Matchbook,0.421,0.935,0,-5.172,1,0.0601,0.00036,0.00637,0.205,0.519,104.939,Funk Rock
After You My Friend,0.375,0.922,11,-5.54,1,0.128,0.0417,0.00637,0.341,0.484,107.735,Funk Rock
Nervous Breakdown,0.401,0.907,11,-11.422,0,0.0679,0.524,0.00637,0.48,0.317,90.302,Funk Rock
White Riot - Remastered,0.168,0.974,2,-4.862,1,0.0655,0.000598,0.00637,0.295,0.609,205.278,Funk Rock
A Fool's Errand,0.47,0.962,9,-2.95,1,0.134,0.0116,0.00637,0.248,0.634,159.89,Funk Rock
Steamroller (My Baby Got Run Over By a),0.657,0.776,9,-7.061,1,0.0327,0.00111,0.00637,0.045,0.837,107.713,Funk Rock
Without Love,0.359,0.967,2,-3.134,1,0.111,0.000523,0.00637,0.185,0.518,182.86,Funk Rock
Deny Everything,0.26,0.999,5,-2.479,1,0.208,0.22,0.00637,0.11,0.071,189.464,Funk Rock
Do What You Want,0.391,0.986,7,-3.306,1,0.0814,0.00349,0.00637,0.276,0.874,154.262,Funk Rock
The Separation Of Church & Skate,0.373,0.962,9,-3.21,0,0.11,0.000785,0.00637,0.243,0.265,138.343,Funk Rock
Everyone I Know Has Mental Problems,0.219,0.995,7,-3.791,1,0.253,0.00468,0.00637,0.237,0.461,197.048,Funk Rock
Victory Lap,0.537,0.982,5,-3.673,1,0.0821,0.00694,0.00637,0.32,0.356,132.947,Funk Rock
BLACKOUT,0.301,0.807,6,-6.258,1,0.0695,0.000881,0.00637,0.0849,0.595,84.051,Funk Rock
Bohemian Rhapsody - Remastered 2011,0.392,0.402,0,-9.961,0,0.0536,0.288,0.00637,0.243,0.228,143.883,Classic Rock
"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.601,0.532,10,-9.119,1,0.0286,0.432,0.00637,0.0925,0.341,136.571,Classic Rock
Your Love,0.579,0.654,1,-12.421,0,0.0553,0.121,0.00637,0.0673,0.616,129.537,Classic Rock
The End,0.347,0.302,0,-12.104,1,0.0291,0.163,0.00637,0.14,0.0332,105.702,Classic Rock
Zombie,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00637,0.366,0.304,166.973,Classic Rock
Carry on Wayward Son,0.482,0.786,7,-5.735,1,0.032,0.00321,0.00637,0.446,0.793,126.755,Classic Rock
Sweet Home Alabama,0.596,0.605,7,-12.145,1,0.0255,0.181,0.00637,0.0863,0.886,97.798,Classic Rock
House Of The Rising Sun,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.00637,0.0996,0.228,117.2,Classic Rock
Who Are You,0.651,0.648,9,-11.409,1,0.0501,0.262,0.00637,0.0655,0.49,156.372,Classic Rock
Fortunate Son,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00637,0.152,0.663,132.77,Classic Rock
Stairway to Heaven - Remaster,0.338,0.34,9,-12.049,0,0.0339,0.58,0.00637,0.116,0.197,82.433,Classic Rock
Hotel California - 2013 Remaster,0.579,0.508,2,-9.484,1,0.027,0.00574,0.00637,0.0575,0.609,147.125,Classic Rock
Piano Man,0.334,0.477,0,-8.806,1,0.0276,0.618,0.00637,0.312,0.405,179.239,Classic Rock
Killer Queen - Remastered 2011,0.535,0.65,10,-6.328,1,0.0554,0.379,0.00637,0.14,0.61,117.188,Classic Rock
Rock And Roll All Nite,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.00637,0.0539,0.902,144.774,Classic Rock
Free Bird,0.249,0.834,0,-8.21,1,0.0577,0.0738,0.00637,0.0924,0.338,118.223,Classic Rock
More Than a Feeling,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.00637,0.0504,0.285,108.789,Classic Rock
Africa,0.671,0.373,9,-18.064,1,0.0323,0.257,0.00637,0.0481,0.732,92.718,Classic Rock
Livin' On A Prayer,0.534,0.887,0,-3.777,1,0.0345,0.0768,0.00637,0.325,0.72,122.494,Classic Rock
"Paint It, Black",0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00637,0.399,0.612,158.691,Classic Rock
Jump - 2015 Remaster,0.572,0.835,0,-6.219,1,0.0317,0.171,0.00637,0.0702,0.795,129.981,Classic Rock
Eye of the Tiger,0.815,0.438,0,-14.522,0,0.0346,0.216,0.00637,0.0787,0.552,108.965,Classic Rock
Don't Stop Believin',0.5,0.748,4,-9.072,1,0.0363,0.127,0.00637,0.447,0.514,118.852,Classic Rock
Only the Good Die Young,0.579,0.872,0,-6.126,1,0.159,0.159,0.00637,0.0935,0.761,76.214,Classic Rock
Baba O'Riley,0.394,0.644,5,-10.996,1,0.0367,0.244,0.00637,0.328,0.182,117.152,Classic Rock
Dream On,0.307,0.433,1,-10.057,1,0.029,0.388,0.00637,0.332,0.224,160.9,Classic Rock
(I Can't Get No) Satisfaction - Mono Version,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.00637,0.128,0.931,136.302,Classic Rock
Simple Man,0.422,0.752,6,-8.682,1,0.0449,0.0366,0.00637,0.129,0.403,120.471,Classic Rock
American Pie,0.531,0.481,4,-11.709,0,0.06,0.699,0.00637,0.0842,0.491,138.45,Classic Rock
Highway to Hell,0.574,0.913,6,-4.793,0,0.133,0.061,0.00637,0.156,0.423,115.728,Classic Rock
Down On The Corner,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00637,0.0707,0.874,108.217,Classic Rock
Tiny Dancer,0.414,0.428,0,-11.097,1,0.0278,0.382,0.00637,0.148,0.282,145.075,Classic Rock
Back In Black,0.31,0.7,9,-5.678,1,0.047,0.011,0.00637,0.0828,0.763,188.386,Classic Rock
Sweet Emotion,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.00637,0.104,0.491,99.437,Classic Rock
You Give Love A Bad Name,0.537,0.959,0,-3.002,0,0.0557,0.0704,0.00637,0.382,0.828,122.806,Classic Rock
Crazy Train,0.453,0.905,9,-4.001,1,0.115,0.36,0.00637,0.26,0.474,137.571,Classic Rock
Any Way You Want It,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00637,0.136,0.571,138.158,Classic Rock
Somebody To Love - 2011 Remaster,0.466,0.698,8,-6.967,1,0.0629,0.164,0.00637,0.127,0.349,109.772,Classic Rock
Doing All Right - revisited,0.373,0.453,9,-9.224,1,0.0419,0.261,0.00637,0.16,0.418,95.384,Classic Rock
For What It's Worth,0.653,0.519,2,-10.164,1,0.0497,0.406,0.00637,0.101,0.822,98.883,Classic Rock
Crazy Little Thing Called Love - 2011 Remaster,0.626,0.762,7,-6.846,1,0.0432,0.673,0.00637,0.325,0.766,76.793,Classic Rock
Another One Bites The Dust - 2011 Remaster,0.928,0.526,5,-6.486,0,0.161,0.0969,0.00637,0.153,0.753,109.958,Classic Rock
I Want To Break Free,0.807,0.414,4,-8.903,1,0.0352,0.105,0.00637,0.0813,0.502,108.944,Classic Rock
Bohemian Rhapsody - Live Aid,0.379,0.781,0,-6.147,0,0.0417,0.315,0.00637,0.401,0.327,77.567,Classic Rock
Help! - Remastered 2009,0.534,0.725,6,-7.576,0,0.0332,0.188,0.00637,0.0994,0.763,95.003,Classic Rock
Radio Ga Ga - Live Aid,0.406,0.934,5,-6.668,1,0.0845,0.0138,0.00637,0.955,0.395,118.823,Classic Rock
Don't Stop Me Now - revisited,0.465,0.917,5,-6.331,1,0.237,0.0152,0.00637,0.286,0.39,155.061,Classic Rock
Walk This Way,0.653,0.73,5,-10.613,1,0.043,0.0114,0.00637,0.0754,0.894,108.705,Classic Rock
You Shook Me All Night Long,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.00637,0.39,0.755,127.361,Classic Rock
I Wanna Rock,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.00637,0.355,0.671,106.244,Classic Rock
The Joker,0.596,0.448,5,-9.616,1,0.0396,0.365,0.00637,0.206,0.796,83.293,Classic Rock
Juke Box Hero,0.357,0.653,9,-5.554,1,0.0654,0.0828,0.00637,0.0844,0.522,176.647,Classic Rock
Take It Easy - 2013 Remaster,0.575,0.67,7,-10.39,1,0.0318,0.343,0.00637,0.129,0.74,139.191,Classic Rock
The Boys Are Back In Town,0.445,0.706,8,-9.803,1,0.0461,0.234,0.00637,0.205,0.768,80.823,Classic Rock
Thunderstruck,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.00637,0.217,0.259,133.52,Classic Rock
Life in the Fast Lane - 2013 Remaster,0.667,0.755,9,-7.246,1,0.069,0.0966,0.00637,0.0523,0.883,109.535,Classic Rock
Whole Lotta Love - 1990 Remaster,0.412,0.902,9,-11.6,1,0.405,0.0484,0.00637,0.405,0.422,89.74,Classic Rock
Break on Through (To the Other Side),0.421,0.751,9,-9.584,1,0.0472,0.2,0.00637,0.17,0.789,89.839,Classic Rock
Hot Blooded,0.705,0.806,0,-4.83,1,0.0814,0.229,0.00637,0.0676,0.763,117.945,Classic Rock
Jessie's Girl,0.727,0.834,2,-5.851,1,0.0496,0.165,0.00637,0.105,0.816,131.7,Classic Rock
Wanted Dead Or Alive,0.257,0.803,7,-3.886,1,0.0411,0.137,0.00637,0.297,0.294,150.818,Classic Rock
Knockin' On Heaven's Door,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00637,0.106,0.378,132.41,Classic Rock
Jack & Diane,0.811,0.41,9,-8.214,1,0.0391,0.0365,0.00637,0.0799,0.626,103.965,Classic Rock
Hurts So Good,0.785,0.737,9,-5.306,1,0.0363,0.042,0.00637,0.108,0.971,125.447,Classic Rock
Who'll Stop The Rain,0.598,0.797,7,-6.793,1,0.0332,0.0424,0.00637,0.0717,0.622,123.566,Classic Rock
Riders on the Storm,0.55,0.722,11,-11.729,0,0.0283,0.25,0.00637,0.11,0.716,103.886,Classic Rock
Sharp Dressed Man - 2008 Remaster,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00637,0.0871,0.446,125.145,Classic Rock
T.N.T.,0.754,0.759,9,-5.218,1,0.302,0.153,0.00637,0.101,0.435,126.366,Classic Rock
American Idiot,0.38,0.988,1,-2.042,1,0.0639,2.64E-05,0.00637,0.368,0.769,186.113,Classic Rock
Cold as Ice,0.562,0.609,3,-7.063,0,0.0271,0.0264,0.00637,0.17,0.512,130.753,Classic Rock
Take The Money And Run,0.565,0.645,0,-12.923,1,0.0484,0.0552,0.00637,0.151,0.836,99.3,Classic Rock
Rock'n Me,0.695,0.582,4,-11.35,1,0.0651,0.297,0.00637,0.123,0.892,122.433,Classic Rock
Peace of Mind,0.419,0.677,4,-6.183,1,0.0343,0.00101,0.00637,0.211,0.684,127.678,Classic Rock
Gimme Three Steps,0.554,0.74,9,-7.706,1,0.0803,0.698,0.00637,0.225,0.804,133.363,Classic Rock
Should I Stay or Should I Go - Remastered,0.743,0.836,2,-6.465,1,0.116,0.0804,0.00637,0.384,0.82,113.375,Classic Rock
Wheel in the Sky,0.442,0.745,2,-8.623,0,0.0741,0.084,0.00637,0.136,0.368,105.184,Classic Rock
Up Around The Bend,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.00637,0.274,0.813,130.318,Classic Rock
Bad To The Bone,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.00637,0.384,0.955,149.231,Classic Rock
Ramblin' Man,0.309,0.831,1,-8.288,1,0.036,0.488,0.00637,0.286,0.934,181.145,Classic Rock
Immigrant Song - Remaster,0.564,0.932,11,-10.068,1,0.0554,0.013,0.00637,0.349,0.619,112.937,Classic Rock
Spirit In The Sky,0.604,0.614,9,-7.087,1,0.0317,0.0853,0.00637,0.108,0.592,129.137,Classic Rock
Separate Ways (Worlds Apart),0.451,0.962,0,-3.947,1,0.0734,0.0188,0.00637,0.277,0.377,131.435,Classic Rock
(I Just) Died In Your Arms,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.00637,0.0625,0.507,124.945,Classic Rock
Brown Eyed Girl,0.491,0.583,7,-10.964,1,0.0376,0.185,0.00637,0.406,0.908,150.566,Classic Rock
Black Betty,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00637,0.13,0.681,117.293,Classic Rock
La Grange - 2005 Remaster,0.545,0.64,4,-9.937,0,0.224,0.00249,0.00637,0.196,0.606,80.544,Classic Rock
Slow Ride,0.493,0.586,2,-13.916,1,0.046,0.0202,0.00637,0.102,0.656,113.618,Classic Rock
Old Time Rock & Roll,0.714,0.937,6,-2.947,1,0.0399,0.206,0.00637,0.0731,0.964,124.13,Classic Rock
Nothin' But A Good Time - Remastered 2006,0.576,0.974,1,-2.785,1,0.0828,0.0202,0.00637,0.348,0.531,129.088,Classic Rock
Born in the U.S.A.,0.398,0.952,4,-6.042,1,0.061,0.000373,0.00637,0.1,0.584,122.093,Classic Rock
American Woman,0.688,0.671,1,-7.872,1,0.0975,0.0304,0.00637,0.0782,0.537,83.988,Classic Rock
American Girl,0.55,0.824,2,-5.988,1,0.0334,0.448,0.00637,0.366,0.777,114.512,Classic Rock
Iron Man - 2012 - Remaster,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00637,0.0437,0.427,155.587,Classic Rock
Magic Carpet Ride,0.64,0.651,4,-14.981,0,0.0517,0.142,0.00637,0.0341,0.801,111.676,Classic Rock
Hey Jude - Remastered 2015,0.386,0.607,10,-7.7,1,0.0261,0.0112,0.00637,0.088,0.532,147.207,Classic Rock
Listen to the Music,0.645,0.598,1,-13.18,0,0.0335,0.221,0.00637,0.0721,0.913,105.929,Classic Rock
We Didn't Start the Fire,0.712,0.967,7,-5.206,1,0.047,0.0771,0.00637,0.356,0.895,145.024,Classic Rock
It's Still Rock and Roll to Me,0.752,0.684,0,-7.599,1,0.15,0.0994,0.00637,0.0897,0.539,141.075,Classic Rock
Come On Eileen,0.45,0.658,2,-7.064,1,0.0472,0.648,0.00637,0.264,0.781,106.799,Classic Rock
Wake Me Up Before You Go-Go,0.62,0.573,0,-11.893,1,0.0423,0.271,0.00637,0.0607,0.897,81.548,Classic Rock